trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1878,False,"{'a': 0.1764477956760822, 'e': 0.15289559135216438}",30,16,29.173264496153294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.17637138609156583, 'e': 0.15274277218313168}",20,10,7.637504451711526,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1880,False,"{'a': 0.17629505287844194, 'e': 0.15259010575688386}",25,0,17.72970506923723,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1881,False,"{'a': 0.17621879596037726, 'e': 0.15243759192075454}",30,19,-21.84667146971649,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1882,False,"{'a': 0.1761426152611149, 'e': 0.15228523052222984}",30,9,37.5798240519225,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.17606651070447418, 'e': 0.15213302140894835}",30,18,22.090943376485686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.17599048221435046, 'e': 0.1519809644287009}",20,2,-1.3552607117342332,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
1885,False,"{'a': 0.17591452971471533, 'e': 0.15182905942943062}",20,12,13.28887223674478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.1758386531296162, 'e': 0.15167730625923237}",30,8,-3.320815030466787,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1887,False,"{'a': 0.17576285238317652, 'e': 0.15152570476635305}",20,9,8.188232878263262,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1888,False,"{'a': 0.17568712739959555, 'e': 0.1513742547991911}",20,16,7.973828719208566,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.1756114781031483, 'e': 0.15122295620629658}",30,16,16.980305732218614,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1890,False,"{'a': 0.17553590441818542, 'e': 0.15107180883637084}",25,7,36.59977926643989,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.17546040626913328, 'e': 0.15092081253826656}",20,12,15.84116996515292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.1753849835804937, 'e': 0.15076996716098737}",30,13,19.646914200926396,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1893,False,"{'a': 0.17530963627684398, 'e': 0.15061927255368793}",25,11,29.623415994387976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.17523436428283679, 'e': 0.15046872856567356}",20,0,35.51304346161046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1895,False,"{'a': 0.17515916752320015, 'e': 0.15031833504640033}",20,11,9.756385560942304,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.17508404592273732, 'e': 0.15016809184547464}",20,13,13.771345453401302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.1750089994063267, 'e': 0.15001799881265335}",25,13,-32.6091931516179,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1898,False,"{'a': 0.17493402789892168, 'e': 0.14986805579784335}",20,11,15.006779463036764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.1748591313255508, 'e': 0.14971826265110164}",20,6,21.425986211470565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.17478430961131752, 'e': 0.14956861922263504}",20,16,7.68304693139461,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.1747095626814001, 'e': 0.14941912536280016}",20,13,17.28474098512947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.17463489046105155, 'e': 0.14926978092210308}",25,13,20.045781996057418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.17456029287559968, 'e': 0.14912058575119935}",20,0,0.92960918635306,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1904,False,"{'a': 0.1744857698504469, 'e': 0.1489715397008938}",20,16,5.985149101186701,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.1744113213110702, 'e': 0.1488226426221404}",35,24,1.9983467583227643,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1906,False,"{'a': 0.174336947183021, 'e': 0.14867389436604198}",20,10,-5.80145687580891,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1907,False,"{'a': 0.17426264739192518, 'e': 0.14852529478385035}",25,11,4.418805810542935,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1908,False,"{'a': 0.17418842186348293, 'e': 0.14837684372696583}",25,0,38.2481807972392,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1909,False,"{'a': 0.17411427052346873, 'e': 0.14822854104693747}",25,12,-46.747093327123345,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1910,False,"{'a': 0.17404019329773124, 'e': 0.14808038659546244}",30,18,21.896608703662235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.17396619011219322, 'e': 0.1479323802243864}",20,8,-20.990177304315687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1912,False,"{'a': 0.17389226089285145, 'e': 0.1477845217857029}",35,26,15.812419357895282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.17381840556577677, 'e': 0.1476368111315535}",20,16,7.646366043580771,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.17374462405711377, 'e': 0.1474892481142275}",25,5,32.534260550632915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.17367091629308098, 'e': 0.14734183258616196}",25,8,22.01668430819302,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1916,False,"{'a': 0.17359728219997062, 'e': 0.14719456439994122}",25,12,11.462063196014183,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1917,False,"{'a': 0.1735237217041486, 'e': 0.1470474434082972}",20,4,12.827513515574745,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.1734502347320544, 'e': 0.1469004694641088}",20,16,9.004765366404403,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.1733768212102011, 'e': 0.14675364242040217}",25,12,22.821003766979594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.17330348106517507, 'e': 0.14660696213035015}",30,7,37.71467496327386,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.17323021422363624, 'e': 0.14646042844727247}",30,3,30.640856494549297,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1922,False,"{'a': 0.17315702061231775, 'e': 0.14631404122463548}",20,16,9.7414136330536,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.17308390015802594, 'e': 0.14616780031605187}",25,11,27.696173163488165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.1730108527876404, 'e': 0.14602170557528077}",25,20,7.407227401047933,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.1729378784281137, 'e': 0.1458757568562274}",25,14,9.044845783855232,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1926,False,"{'a': 0.17286497700647152, 'e': 0.14572995401294306}",20,7,14.010325559600915,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1927,False,"{'a': 0.17279214844981244, 'e': 0.14558429689962485}",25,11,23.04623387997157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.17271939268530784, 'e': 0.1454387853706157}",30,20,18.89502992167902,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.172646709640202, 'e': 0.145293419280404}",20,10,15.624045318897274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.17257409924181188, 'e': 0.14514819848362376}",20,13,-7.587960715070455,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1931,False,"{'a': 0.17250156141752704, 'e': 0.14500312283505404}",20,13,11.53299893990517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.17242909609480964, 'e': 0.14485819218961926}",25,6,37.9012223577922,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.17235670320119437, 'e': 0.14471340640238872}",25,12,8.968646948882046,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1934,False,"{'a': 0.17228438266428836, 'e': 0.14456876532857668}",20,4,-58.92408904894315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
1935,False,"{'a': 0.172212134411771, 'e': 0.14442426882354198}",35,24,21.035894299898093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.1721399583713941, 'e': 0.14427991674278817}",30,20,18.68324074995528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.17206785447098155, 'e': 0.1441357089419631}",30,8,3.8311824531668472,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1938,False,"{'a': 0.1719958226384295, 'e': 0.143991645276859}",20,6,24.073797951710645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.17192386280170607, 'e': 0.14384772560341216}",25,3,6.849219571203511,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1940,False,"{'a': 0.17185197488885148, 'e': 0.14370394977770296}",25,16,19.370827649197455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.17178015882797773, 'e': 0.14356031765595545}",25,5,21.434421448228107,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1942,False,"{'a': 0.17170841454726882, 'e': 0.1434168290945376}",20,9,17.647976620372617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.17163674197498038, 'e': 0.14327348394996076}",35,18,17.9073060882615,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1944,False,"{'a': 0.17156514103943993, 'e': 0.14313028207887984}",30,12,32.44867177769494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.17149361166904645, 'e': 0.14298722333809288}",30,16,25.49023066714775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.17142215379227063, 'e': 0.14284430758454125}",25,17,4.281745614930212,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1947,False,"{'a': 0.17135076733765453, 'e': 0.14270153467530905}",20,8,23.235641467458983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1948,False,"{'a': 0.17127945223381175, 'e': 0.14255890446762345}",20,12,2.9867927562472194,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1949,False,"{'a': 0.17120820840942708, 'e': 0.14241641681885417}",30,6,40.31530629189766,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.1711370357932568, 'e': 0.1422740715865136}",25,9,-79.40431268284,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
1951,False,"{'a': 0.17106593431412823, 'e': 0.14213186862825644}",25,11,15.51458250457624,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1952,False,"{'a': 0.1709949039009399, 'e': 0.14198980780187978}",20,15,2.1075294123155373,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.17092394448266138, 'e': 0.14184788896532274}",30,14,29.378440185979255,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.17085305598833328, 'e': 0.14170611197666652}",25,11,25.76917941795015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.17078223834706702, 'e': 0.14156447669413402}",30,17,13.727402265597895,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1956,False,"{'a': 0.17071149148804504, 'e': 0.14142298297609007}",20,10,-23.237621711014967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1957,False,"{'a': 0.17064081534052045, 'e': 0.14128163068104085}",20,13,-8.788554759107988,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1958,False,"{'a': 0.17057020983381707, 'e': 0.14114041966763413}",30,24,14.227219994164285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.1704996748973294, 'e': 0.14099934979465878}",20,6,2.2095924908326063,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1960,False,"{'a': 0.1704292104605225, 'e': 0.140858420921045}",20,11,-2.099553772346071,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1961,False,"{'a': 0.17035881645293194, 'e': 0.1407176329058639}",25,16,13.355755894042947,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.1702884928041637, 'e': 0.1405769856083274}",20,9,22.317941494969872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.17021823944389414, 'e': 0.14043647888778824}",30,6,26.85052982126559,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1964,False,"{'a': 0.17014805630186985, 'e': 0.14029611260373967}",20,10,-2.5702712432185346,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1965,False,"{'a': 0.1700779433079077, 'e': 0.14015588661581538}",25,17,-5.034699479454132,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1966,False,"{'a': 0.17000790039189473, 'e': 0.14001580078378942}",25,0,18.56039988135493,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1967,False,"{'a': 0.16993792748378794, 'e': 0.13987585496757585}",20,14,12.66755576219303,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.1698680245136145, 'e': 0.13973604902722897}",25,13,23.214783606760218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.16979819141147134, 'e': 0.1395963828229427}",25,14,21.624201405191272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.16972842810752548, 'e': 0.13945685621505094}",20,0,29.446921582112086,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.16965873453201352, 'e': 0.139317469064027}",25,11,-15.057730216560314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1972,False,"{'a': 0.16958911061524187, 'e': 0.13917822123048373}",25,9,20.32442736532346,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1973,False,"{'a': 0.16951955628758664, 'e': 0.1390391125751733}",20,13,15.835486975791216,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.16945007147949354, 'e': 0.13890014295898703}",20,8,25.179112241693165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.16938065612147762, 'e': 0.13876131224295526}",35,24,21.006034325893257,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.16931131014412368, 'e': 0.13862262028824734}",25,14,12.165607335229037,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.1692420334780856, 'e': 0.13848406695617121}",20,2,27.98162898759042,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.16917282605408682, 'e': 0.13834565210817362}",20,8,20.91801334090045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.16910368780291984, 'e': 0.13820737560583965}",20,5,-20.086638369159544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1980,False,"{'a': 0.16903461865544642, 'e': 0.13806923731089282}",25,5,29.872198039357794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.1689656185425974, 'e': 0.13793123708519478}",20,0,34.37895119571796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1982,False,"{'a': 0.16889668739537267, 'e': 0.13779337479074535}",30,10,19.693196301482367,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1983,False,"{'a': 0.16882782514484107, 'e': 0.13765565028968216}",25,14,8.368230018114785,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1984,False,"{'a': 0.1687590317221404, 'e': 0.13751806344428077}",30,8,29.157820064357622,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.16869030705847715, 'e': 0.13738061411695426}",20,15,4.849283732796757,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.16862165108512667, 'e': 0.13724330217025332}",25,14,16.807065156763848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.16855306373343298, 'e': 0.13710612746686598}",25,8,28.408416076920606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.16848454493480877, 'e': 0.13696908986961753}",25,8,30.178369280447612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.1684160946207352, 'e': 0.13683218924147036}",20,9,19.88467781700828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.16834771272276194, 'e': 0.13669542544552388}",25,18,13.464266762191723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.16827939917250712, 'e': 0.1365587983450142}",20,11,16.790009232062108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.16821115390165714, 'e': 0.13642230780331424}",25,0,-1.1857552995117762,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1993,False,"{'a': 0.16814297684196672, 'e': 0.13628595368393345}",30,20,-2.8107627850088948,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1994,False,"{'a': 0.1680748679252589, 'e': 0.13614973585051773}",20,12,5.172370386722984,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1995,False,"{'a': 0.16800682708342457, 'e': 0.13601365416684916}",25,15,5.010610222925515,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1996,False,"{'a': 0.1679388542484231, 'e': 0.13587770849684613}",25,20,6.621915556227588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.16787094935228147, 'e': 0.1357418987045629}",35,12,-63.567779490779806,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
1998,False,"{'a': 0.16780311232709486, 'e': 0.1356062246541897}",35,15,-40.94058333044607,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
1999,False,"{'a': 0.16773534310502625, 'e': 0.13547068621005245}",20,6,16.739301726229936,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2000,False,"{'a': 0.16766764161830636, 'e': 0.1353352832366127}",20,0,16.044298338834803,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2001,False,"{'a': 0.16760000779923373, 'e': 0.13520001559846748}",30,4,21.133082600543883,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
2002,False,"{'a': 0.16753244158017455, 'e': 0.13506488316034906}",20,0,16.088660375817835,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2003,False,"{'a': 0.16746494289356256, 'e': 0.13492988578712511}",20,8,7.235803696646647,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2004,False,"{'a': 0.16739751167189912, 'e': 0.13479502334379823}",25,8,33.52799283131732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.16733014784775296, 'e': 0.1346602956955059}",25,17,17.41595472483434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.1672628513537602, 'e': 0.1345257027075204}",20,7,-18.59908364841685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2007,False,"{'a': 0.16719562212262445, 'e': 0.1343912442452489}",20,3,-25.522481526033154,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
2008,False,"{'a': 0.16712846008711643, 'e': 0.13425692017423285}",20,3,-16.98771442336018,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
2009,False,"{'a': 0.16706136518007408, 'e': 0.13412273036014816}",35,8,-5.147070510290305,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
2010,False,"{'a': 0.1669943373344025, 'e': 0.13398867466880496}",25,15,21.272941187834405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.16692737648307382, 'e': 0.13385475296614763}",20,10,23.055896968984417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.16686048255912722, 'e': 0.13372096511825443}",25,18,12.775460830301327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.16679365549566877, 'e': 0.1335873109913375}",25,13,12.731108627686767,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2014,False,"{'a': 0.1667268952258713, 'e': 0.13345379045174263}",25,16,18.823218642362082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.16666020168297468, 'e': 0.13332040336594939}",20,13,14.333017283570763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.1665935748002853, 'e': 0.13318714960057063}",20,12,14.555020186999725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.1665270145111763, 'e': 0.13305402902235255}",25,17,15.620329557759995,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.1664605207490873, 'e': 0.13292104149817455}",25,14,13.676838849122134,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.1663940934475246, 'e': 0.13278818689504915}",20,14,5.603592637327189,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.1663277325400609, 'e': 0.13265546508012174}",30,6,34.07797433389996,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.1662614379603352, 'e': 0.13252287592067044}",20,8,0.41104361618589547,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2022,False,"{'a': 0.16619520964205303, 'e': 0.13239041928410608}",20,3,27.621429652656328,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.16612904751898605, 'e': 0.13225809503797206}",25,15,6.653498731936395,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2024,False,"{'a': 0.16606295152497208, 'e': 0.13212590304994412}",25,8,8.547664979430312,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2025,False,"{'a': 0.1659969215939151, 'e': 0.13199384318783022}",20,0,24.655497537643964,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2026,False,"{'a': 0.16593095765978524, 'e': 0.13186191531957048}",20,6,22.149224171052957,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.16586505965661855, 'e': 0.13173011931323708}",20,7,-10.998507004126427,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
2028,False,"{'a': 0.165799227518517, 'e': 0.131598455037034}",20,13,14.770276127557445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.16573346117964846, 'e': 0.1314669223592969}",25,0,1.5418654809974082,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2030,False,"{'a': 0.16566776057424654, 'e': 0.13133552114849306}",25,15,18.659250360968326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.1656021256366107, 'e': 0.13120425127322138}",25,12,16.231074209880287,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.16553655630110595, 'e': 0.13107311260221188}",20,15,11.473883074717287,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.16547105250216299, 'e': 0.13094210500432593}",20,9,18.860196064384663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.16540561417427793, 'e': 0.13081122834855585}",20,8,12.534183442288459,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2035,False,"{'a': 0.16534024125201252, 'e': 0.13068048250402506}",20,6,22.036584576754375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.16527493366999385, 'e': 0.13054986733998766}",20,11,20.922053413835748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'a': 0.16520969136291425, 'e': 0.13041938272582848}",20,8,23.256638110990867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2038,False,"{'a': 0.16514451426553142, 'e': 0.13028902853106283}",25,13,22.628173153757196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'a': 0.16507940231266832, 'e': 0.13015880462533666}",20,8,22.93463448832635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.16501435543921297, 'e': 0.13002871087842593}",25,19,13.618373156658581,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.16494937358011846, 'e': 0.12989874716023692}",30,4,4.006403722530095,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
2042,False,"{'a': 0.1648844566704029, 'e': 0.12976891334080584}",25,13,24.30411666229535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'a': 0.1648196046451495, 'e': 0.12963920929029898}",20,6,20.845045950478504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'a': 0.1647548174395061, 'e': 0.1295096348790122}",30,17,-43.37606433362119,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
2045,False,"{'a': 0.16469009498868556, 'e': 0.1293801899773711}",30,17,22.634619366144946,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.16462543722796535, 'e': 0.1292508744559307}",20,11,-6.409574210478791,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
2047,False,"{'a': 0.16456084409268779, 'e': 0.1291216881853756}",20,8,24.70139111549307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.16449631551825972, 'e': 0.1289926310365194}",20,15,10.282757334677708,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'a': 0.16443185144015252, 'e': 0.12886370288030502}",20,10,16.32425218103496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
