trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5995002499166875, 'e': 0.999000499833375}",25,0,-121.3749395590482,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
2,False,"{'a': 0.5990009993336666, 'e': 0.9980019986673331}",20,0,-48.5581537206719,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
3,False,"{'a': 0.5985022477516865, 'e': 0.997004495503373}",20,0,-58.44234086686906,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
4,False,"{'a': 0.5980039946719957, 'e': 0.9960079893439915}",35,0,-146.47012591316053,"{0: 24, 1: 2, 2: 6, 3: 1, 4: 2}",0
5,False,"{'a': 0.5975062395963412, 'e': 0.9950124791926823}",20,0,-91.46979717749426,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
6,False,"{'a': 0.5970089820269676, 'e': 0.9940179640539353}",25,12,-26.87608419809763,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
7,False,"{'a': 0.5965122214666175, 'e': 0.9930244429332351}",30,3,-138.8370829457,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 3}",1
8,False,"{'a': 0.5960159574185303, 'e': 0.9920319148370607}",25,0,-266.5148694223553,"{0: 11, 1: 1, 2: 7, 3: 2, 4: 4}",0
9,False,"{'a': 0.5955201893864418, 'e': 0.9910403787728836}",30,0,-123.15526914868535,"{0: 19, 1: 6, 2: 2, 3: 1, 4: 2}",0
10,False,"{'a': 0.595024916874584, 'e': 0.9900498337491681}",20,0,-177.76764914040197,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
11,False,"{'a': 0.5945301393876844, 'e': 0.9890602787753687}",20,0,-37.613323801561734,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
12,False,"{'a': 0.5940358564309652, 'e': 0.9880717128619305}",20,0,-98.47143940971058,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
13,False,"{'a': 0.5935420675101438, 'e': 0.9870841350202876}",25,13,-70.23061729470926,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
14,False,"{'a': 0.5930487721314309, 'e': 0.9860975442628619}",25,0,-203.29895475059377,"{0: 9, 1: 3, 2: 11, 3: 0, 4: 2}",0
15,False,"{'a': 0.5925559698015314, 'e': 0.9851119396030626}",20,0,-48.40497262963336,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
16,False,"{'a': 0.5920636600276425, 'e': 0.9841273200552851}",30,0,-106.44822810975137,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
17,False,"{'a': 0.5915718423174549, 'e': 0.9831436846349096}",20,0,-111.37009991851447,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
18,False,"{'a': 0.5910805161791504, 'e': 0.9821610323583008}",30,0,-152.51904063074966,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
19,False,"{'a': 0.590589681121403, 'e': 0.981179362242806}",20,0,-97.36237895947592,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
20,False,"{'a': 0.5900993366533777, 'e': 0.9801986733067553}",20,0,-89.12979409909866,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
21,False,"{'a': 0.5896094822847298, 'e': 0.9792189645694596}",25,0,-77.59820976234722,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
22,False,"{'a': 0.589120117525605, 'e': 0.97824023505121}",25,0,-89.5383685379499,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
23,False,"{'a': 0.5886312418866385, 'e': 0.9772624837732771}",30,0,-208.7111609664981,"{0: 15, 1: 3, 2: 7, 3: 3, 4: 2}",0
24,False,"{'a': 0.5881428548789547, 'e': 0.9762857097579093}",25,0,-149.16189604540844,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
25,False,"{'a': 0.5876549560141663, 'e': 0.9753099120283326}",25,0,-175.2845280249717,"{0: 12, 1: 0, 2: 11, 3: 0, 4: 2}",0
26,False,"{'a': 0.5871675448043747, 'e': 0.9743350896087494}",30,0,-189.96485468847484,"{0: 14, 1: 8, 2: 4, 3: 2, 4: 2}",0
27,False,"{'a': 0.5866806207621684, 'e': 0.9733612415243368}",30,0,-137.87720830782925,"{0: 16, 1: 6, 2: 5, 3: 2, 4: 1}",0
28,False,"{'a': 0.5861941834006235, 'e': 0.9723883668012469}",30,0,-99.3950983624537,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
29,False,"{'a': 0.5857082322333024, 'e': 0.9714164644666048}",20,0,-97.36906061171786,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
30,False,"{'a': 0.5852227667742541, 'e': 0.9704455335485082}",25,0,-22.535486862258903,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
31,False,"{'a': 0.584737786538013, 'e': 0.9694755730760259}",30,7,-33.88200621111328,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 0}",1
32,False,"{'a': 0.5842532910395988, 'e': 0.9685065820791976}",25,0,-143.316480348179,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
33,False,"{'a': 0.583769279794516, 'e': 0.967538559589032}",25,0,-139.42182359476536,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
34,False,"{'a': 0.5832857523187533, 'e': 0.9665715046375066}",20,0,-58.97730227612704,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.5828027081287832, 'e': 0.9656054162575665}",25,1,-164.27523929670258,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 2}",1
36,False,"{'a': 0.5823201467415615, 'e': 0.9646402934831231}",20,0,-157.67029861544648,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
37,False,"{'a': 0.5818380676745267, 'e': 0.9636761353490535}",25,0,-5.718428778802681,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
38,False,"{'a': 0.5813564704455998, 'e': 0.9627129408911995}",25,0,-127.3664026504947,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
39,False,"{'a': 0.5808753545731834, 'e': 0.9617507091463667}",30,0,-149.20329340337713,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
40,False,"{'a': 0.5803947195761616, 'e': 0.9607894391523232}",20,11,-9.927747976866828,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
41,False,"{'a': 0.5799145649738995, 'e': 0.9598291299477989}",20,0,-105.57432194823387,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
42,False,"{'a': 0.5794348902862423, 'e': 0.9588697805724845}",20,1,-92.85945429902415,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
43,False,"{'a': 0.5789556950335153, 'e': 0.9579113900670306}",20,0,-134.71893617186785,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
44,False,"{'a': 0.5784769787365234, 'e': 0.9569539574730467}",25,0,-173.9255546894296,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
45,False,"{'a': 0.57799874091655, 'e': 0.9559974818331}",25,0,-109.52076377015506,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
46,False,"{'a': 0.5775209810953573, 'e': 0.9550419621907147}",35,0,-147.9047442168397,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
47,False,"{'a': 0.5770436987951856, 'e': 0.9540873975903711}",20,0,-62.4571181535244,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
48,False,"{'a': 0.5765668935387523, 'e': 0.9531337870775047}",20,0,-127.20266667197745,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
49,False,"{'a': 0.5760905648492525, 'e': 0.9521811296985049}",30,0,-122.90765517787376,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
50,False,"{'a': 0.575614712250357, 'e': 0.951229424500714}",20,0,-231.05267462818927,"{0: 8, 1: 1, 2: 6, 3: 1, 4: 4}",0
51,False,"{'a': 0.5751393352662135, 'e': 0.950278670532427}",20,0,-47.2644308604178,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
52,False,"{'a': 0.5746644334214448, 'e': 0.9493288668428895}",20,0,-130.29819773173364,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
53,False,"{'a': 0.5741900062411491, 'e': 0.9483800124822982}",20,0,-49.075251700913604,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
54,False,"{'a': 0.5737160532508991, 'e': 0.9474321065017983}",20,0,-82.07010140405457,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
55,False,"{'a': 0.5732425739767419, 'e': 0.9464851479534838}",25,0,-107.97840058658933,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
56,False,"{'a': 0.5727695679451982, 'e': 0.9455391358903963}",20,0,-79.76250405297664,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
57,False,"{'a': 0.5722970346832617, 'e': 0.9445940693665233}",25,0,-172.52431255342978,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
58,False,"{'a': 0.5718249737183992, 'e': 0.9436499474367985}",20,0,-118.60540770042378,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
59,False,"{'a': 0.5713533845785499, 'e': 0.9427067691570997}",30,0,-234.43722673710658,"{0: 15, 1: 3, 2: 6, 3: 3, 4: 3}",0
60,False,"{'a': 0.5708822667921244, 'e': 0.9417645335842487}",20,0,-156.00879563205132,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",1
61,False,"{'a': 0.5704116198880048, 'e': 0.9408232397760097}",25,0,-108.66422304914482,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
62,False,"{'a': 0.5699414433955444, 'e': 0.9398828867910889}",25,0,-74.99670621702485,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
63,False,"{'a': 0.5694717368445666, 'e': 0.9389434736891332}",20,0,-89.96685326407326,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
64,False,"{'a': 0.5690024997653648, 'e': 0.9380049995307295}",25,0,-31.889729734127386,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
65,False,"{'a': 0.5685337316887017, 'e': 0.9370674633774034}",20,0,-65.71056984873924,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
66,False,"{'a': 0.5680654321458094, 'e': 0.9361308642916188}",25,0,-137.4567981749527,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
67,False,"{'a': 0.5675976006683883, 'e': 0.9351952013367766}",20,0,-88.51493006158245,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.5671302367886067, 'e': 0.9342604735772135}",30,0,-243.73981755323177,"{0: 13, 1: 1, 2: 11, 3: 3, 4: 2}",0
69,False,"{'a': 0.566663340039101, 'e': 0.933326680078202}",35,0,-133.93522652930318,"{0: 20, 1: 1, 2: 13, 3: 1, 4: 0}",0
70,False,"{'a': 0.5661969099529741, 'e': 0.9323938199059483}",25,0,-130.2808581633448,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
71,False,"{'a': 0.565730946063796, 'e': 0.9314618921275921}",20,0,-143.94022033765856,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
72,False,"{'a': 0.5652654479056028, 'e': 0.9305308958112057}",20,0,-67.05225143830341,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.5648004150128964, 'e': 0.9296008300257927}",25,0,-75.79263984746356,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
74,False,"{'a': 0.5643358469206436, 'e': 0.9286716938412872}",30,0,-49.63998666352952,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
75,False,"{'a': 0.5638717431642765, 'e': 0.9277434863285529}",30,0,-188.38810205810083,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
76,False,"{'a': 0.5634081032796912, 'e': 0.9268162065593822}",25,0,-77.24391410252285,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
77,False,"{'a': 0.5629449268032477, 'e': 0.9258898536064953}",20,0,-94.02898319912897,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
78,False,"{'a': 0.5624822132717696, 'e': 0.9249644265435393}",20,0,-105.54967114661379,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
79,False,"{'a': 0.5620199622225434, 'e': 0.9240399244450868}",30,0,-155.21077197969177,"{0: 18, 1: 5, 2: 3, 3: 2, 4: 2}",0
80,False,"{'a': 0.5615581731933179, 'e': 0.9231163463866358}",30,0,-158.7261149883729,"{0: 15, 1: 2, 2: 11, 3: 1, 4: 1}",0
81,False,"{'a': 0.561096845722304, 'e': 0.922193691444608}",20,0,-108.73232595111618,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
82,False,"{'a': 0.5606359793481743, 'e': 0.9212719586963487}",25,0,-162.89290518607277,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
83,False,"{'a': 0.5601755736100623, 'e': 0.9203511472201247}",25,0,-72.33809802117824,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
84,False,"{'a': 0.5597156280475624, 'e': 0.9194312560951247}",25,0,-171.76906765654437,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
85,False,"{'a': 0.5592561422007287, 'e': 0.9185122844014574}",30,0,-165.3306893267433,"{0: 17, 1: 1, 2: 10, 3: 0, 4: 2}",0
86,False,"{'a': 0.5587971156100755, 'e': 0.9175942312201509}",20,0,-103.40839271337883,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
87,False,"{'a': 0.5583385478165761, 'e': 0.9166770956331523}",25,11,-90.00457392540063,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
88,False,"{'a': 0.5578804383616628, 'e': 0.9157608767233256}",25,0,-145.59065086286122,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
89,False,"{'a': 0.557422786787226, 'e': 0.9148455735744521}",35,0,-106.65366369497602,"{0: 25, 1: 3, 2: 4, 3: 2, 4: 1}",0
90,False,"{'a': 0.5569655926356141, 'e': 0.9139311852712282}",20,15,-3.9830252248205555,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.5565088554496329, 'e': 0.9130177108992658}",20,0,-184.34244298677234,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 2}",0
92,False,"{'a': 0.5560525747725452, 'e': 0.9121051495450904}",20,0,-106.229936084468,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
93,False,"{'a': 0.5555967501480703, 'e': 0.9111935002961405}",30,0,-164.90362087669644,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
94,False,"{'a': 0.5551413811203835, 'e': 0.910282762240767}",25,0,-159.2603471732389,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
95,False,"{'a': 0.5546864672341157, 'e': 0.9093729344682314}",20,0,-82.85590420427482,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
96,False,"{'a': 0.5542320080343531, 'e': 0.9084640160687062}",20,6,-6.464309170287676,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.5537780030666364, 'e': 0.9075560061332727}",30,0,-82.11204809870874,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
98,False,"{'a': 0.5533244518769604, 'e': 0.9066489037539209}",25,0,-166.01661718661396,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
99,False,"{'a': 0.5528713540117742, 'e': 0.9057427080235485}",20,0,-87.90476587186203,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
100,False,"{'a': 0.5524187090179797, 'e': 0.9048374180359595}",20,4,-52.616421011942705,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 0}",1
101,False,"{'a': 0.551966516442932, 'e': 0.9039330328858641}",20,1,-65.50929259930001,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 0}",1
102,False,"{'a': 0.5515147758344384, 'e': 0.9030295516688768}",25,0,-31.76293470313726,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.5510634867407582, 'e': 0.9021269734815165}",20,5,-94.77947588383385,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
104,False,"{'a': 0.5506126487106024, 'e': 0.9012252974212048}",30,0,-130.92731718172678,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
105,False,"{'a': 0.5501622612931328, 'e': 0.9003245225862656}",30,0,-180.55302044944924,"{0: 18, 1: 4, 2: 2, 3: 4, 4: 2}",0
106,False,"{'a': 0.549712324037962, 'e': 0.899424648075924}",25,0,-164.19641593624854,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
107,False,"{'a': 0.5492628364951527, 'e': 0.8985256729903055}",25,0,-44.83196176197439,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
108,False,"{'a': 0.5488137982152175, 'e': 0.8976275964304349}",20,0,-132.56560671518102,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
109,False,"{'a': 0.5483652087491178, 'e': 0.8967304174982355}",20,0,-115.74497714925576,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
110,False,"{'a': 0.5479170676482641, 'e': 0.8958341352965282}",20,4,-53.05995432719795,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
111,False,"{'a': 0.5474693744645155, 'e': 0.894938748929031}",20,0,-155.43817704341373,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
112,False,"{'a': 0.5470221287501786, 'e': 0.8940442575003572}",25,0,-71.74625305166457,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
113,False,"{'a': 0.5465753300580077, 'e': 0.8931506601160155}",20,0,-61.349887608857216,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
114,False,"{'a': 0.5461289779412042, 'e': 0.8922579558824083}",20,0,-148.14149024157032,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
115,False,"{'a': 0.5456830719534157, 'e': 0.8913661439068313}",30,0,-164.34051380422656,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
116,False,"{'a': 0.5452376116487363, 'e': 0.8904752232974726}",20,0,-94.02197274587094,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
117,False,"{'a': 0.5447925965817056, 'e': 0.8895851931634113}",30,0,-106.8755368966447,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
118,False,"{'a': 0.5443480263073087, 'e': 0.8886960526146174}",20,0,-175.64242019708308,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
119,False,"{'a': 0.543903900380975, 'e': 0.8878078007619501}",20,3,-53.119423588329454,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
120,False,"{'a': 0.5434602183585787, 'e': 0.8869204367171575}",20,0,-83.91022610924695,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
121,False,"{'a': 0.5430169797964378, 'e': 0.8860339595928756}",25,0,-100.85219982710733,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
122,False,"{'a': 0.5425741842513135, 'e': 0.8851483685026271}",25,0,-15.508809021476297,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
123,False,"{'a': 0.5421318312804104, 'e': 0.8842636625608209}",35,0,-110.89692009946538,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
124,False,"{'a': 0.5416899204413754, 'e': 0.8833798408827509}",20,0,-29.711350825225686,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
125,False,"{'a': 0.5412484512922977, 'e': 0.8824969025845955}",25,0,-85.75491312299071,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
126,False,"{'a': 0.5408074233917081, 'e': 0.8816148467834161}",20,0,-70.321152816243,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
127,False,"{'a': 0.5403668362985785, 'e': 0.880733672597157}",20,3,-80.2264236833311,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 1}",1
128,False,"{'a': 0.5399266895723219, 'e': 0.8798533791446438}",30,0,-237.91963123563565,"{0: 16, 1: 0, 2: 8, 3: 3, 4: 3}",0
129,False,"{'a': 0.5394869827727916, 'e': 0.8789739655455832}",20,0,-106.65144090969115,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
130,False,"{'a': 0.5390477154602806, 'e': 0.8780954309205613}",30,0,-108.00496386427166,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
131,False,"{'a': 0.5386088871955218, 'e': 0.8772177743910435}",20,0,-126.61133782854452,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
132,False,"{'a': 0.5381704975396867, 'e': 0.8763409950793734}",25,0,-63.67790693302254,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
133,False,"{'a': 0.5377325460543856, 'e': 0.8754650921087711}",20,0,-67.07038716110809,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.537295032301667, 'e': 0.874590064603334}",20,6,-48.13605986203781,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
135,False,"{'a': 0.5368579558440172, 'e': 0.8737159116880344}",20,0,-144.01535459185715,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
136,False,"{'a': 0.5364213162443596, 'e': 0.8728426324887193}",20,0,-55.43663573083796,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
137,False,"{'a': 0.5359851130660547, 'e': 0.8719702261321094}",25,0,-157.9025110057857,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
138,False,"{'a': 0.5355493458728992, 'e': 0.8710986917457983}",20,0,-96.68800288422834,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.5351140142291259, 'e': 0.8702280284582516}",25,0,-64.11733462339305,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
140,False,"{'a': 0.5346791176994029, 'e': 0.8693582353988059}",25,12,-14.053703596308367,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.534244655848834, 'e': 0.8684893116976679}",20,0,-164.70964564327986,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
142,False,"{'a': 0.533810628242957, 'e': 0.867621256485914}",20,0,-26.901811508807572,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
143,False,"{'a': 0.5333770344477445, 'e': 0.866754068895489}",25,0,-166.68478591847776,"{0: 13, 1: 0, 2: 8, 3: 3, 4: 1}",0
144,False,"{'a': 0.5329438740296025, 'e': 0.865887748059205}",20,0,-80.19766249539103,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
145,False,"{'a': 0.5325111465553707, 'e': 0.8650222931107413}",35,0,-86.76426218846419,"{0: 28, 1: 1, 2: 3, 3: 2, 4: 1}",0
146,False,"{'a': 0.5320788515923214, 'e': 0.8641577031846428}",20,0,-59.39883475590471,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
147,False,"{'a': 0.5316469887081597, 'e': 0.8632939774163194}",20,0,-150.24469966820294,"{0: 9, 1: 0, 2: 8, 3: 2, 4: 1}",0
148,False,"{'a': 0.5312155574710228, 'e': 0.8624311149420455}",20,0,-31.873524151500042,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
149,False,"{'a': 0.5307845574494792, 'e': 0.8615691148989583}",25,0,-136.39042288404858,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
150,False,"{'a': 0.5303539882125289, 'e': 0.8607079764250578}",25,0,-108.52812134346851,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
151,False,"{'a': 0.5299238493296028, 'e': 0.8598476986592055}",25,0,-51.56402553451585,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
152,False,"{'a': 0.5294941403705617, 'e': 0.8589882807411235}",20,0,-118.6348252399449,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
153,False,"{'a': 0.5290648609056969, 'e': 0.8581297218113938}",20,0,-43.490338714996774,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
154,False,"{'a': 0.5286360105057287, 'e': 0.8572720210114575}",20,0,-109.45979735957832,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
155,False,"{'a': 0.5282075887418067, 'e': 0.8564151774836135}",25,0,-52.202687360040535,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
156,False,"{'a': 0.5277795951855092, 'e': 0.8555591903710185}",20,0,-192.85001917718307,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
157,False,"{'a': 0.5273520294088425, 'e': 0.8547040588176851}",25,0,-262.30288112888695,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 5}",0
158,False,"{'a': 0.5269248909842409, 'e': 0.8538497819684817}",30,0,-173.06298021452525,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
159,False,"{'a': 0.5264981794845658, 'e': 0.8529963589691315}",20,0,-10.007950711857838,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
160,False,"{'a': 0.5260718944831057, 'e': 0.8521437889662113}",20,0,-73.11566382694346,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
161,False,"{'a': 0.5256460355535756, 'e': 0.8512920711071511}",20,0,-47.70843899057966,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
162,False,"{'a': 0.5252206022701165, 'e': 0.850441204540233}",25,0,-127.82877434204606,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
163,False,"{'a': 0.5247955942072952, 'e': 0.8495911884145902}",25,12,-35.30416971995177,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
164,False,"{'a': 0.5243710109401034, 'e': 0.8487420218802068}",20,0,-44.03260243791332,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
165,False,"{'a': 0.523946852043958, 'e': 0.8478937040879159}",25,0,-174.71263573478868,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
166,False,"{'a': 0.5235231170946998, 'e': 0.8470462341893996}",20,1,-34.939910964837374,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.5230998056685942, 'e': 0.8461996113371882}",25,0,-76.36574843405084,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
168,False,"{'a': 0.5226769173423294, 'e': 0.8453538346846587}",20,0,-74.96636263769909,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
169,False,"{'a': 0.5222544516930172, 'e': 0.8445089033860343}",20,0,-162.9871171907572,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
170,False,"{'a': 0.5218324082981919, 'e': 0.8436648165963837}",25,1,-198.2073442411984,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 4}",1
171,False,"{'a': 0.52141078673581, 'e': 0.8428215734716199}",20,3,-83.50075381799816,"{0: 11, 1: 2, 2: 1, 3: 2, 4: 1}",1
172,False,"{'a': 0.52098958658425, 'e': 0.8419791731684999}",20,5,-61.66257252637383,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 0}",1
